,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
635,637,1-STORY 1945-,RM,51.0,6120,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,2,BrkTil,3,2,0,1,0,1,0,264,264,Grav,2,0,4,800,0,0,800,0,0,1,0,1,1,2,4,5,1,1,,1936.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Jan,2009,ConLw,Normal,60000
636,638,2 FAMILY CONVERSION,RM,50.0,6000,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,811,811,GasA,3,1,4,811,576,0,1387,0,0,2,0,3,2,4,7,0,0,0,BuiltIn,1954.0,1,1,256,3,3,2,0,0,0,0,0,0,0,0,,0,Nov,2009,WD,Normal,93000
648,650,MULTILEVEL PUD,RM,21.0,1936,Pave,,0,Lvl,3,Inside,0,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,2,4,131,6,499,0,630,GasA,4,1,5,630,0,0,630,1,0,1,0,1,1,3,3,0,0,0,,1970.0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,,0,Dec,2007,WD,Normal,84500
652,654,1-1/2 STORY FIN,RM,60.0,10320,Pave,Grvl,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,756,756,GasA,5,1,5,756,713,0,1469,0,0,1,0,3,1,3,7,0,0,0,Detchd,1906.0,1,1,216,3,3,2,57,0,239,0,0,0,0,3,,0,June,2008,WD,Normal,135000
654,656,2-STORY PUD 1946+,RM,21.0,1680,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,3,3,CBlock,3,3,0,1,0,1,0,525,525,GasA,3,1,5,525,567,0,1092,0,0,1,1,3,1,3,6,0,0,0,Detchd,1971.0,1,1,264,3,3,2,0,0,0,0,0,0,0,0,,0,Mar,2010,WD,Family,88000
675,677,2-STORY 1945-,RM,60.0,9600,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,3,3,BrkTil,3,2,0,1,0,1,0,1095,1095,GasW,2,0,5,1095,679,0,1774,1,0,2,0,4,2,3,8,2,0,0,2Types,1920.0,1,3,779,2,2,0,0,0,90,0,0,0,0,0,,0,May,2006,WD,Normal,87000
689,691,1-STORY PUD 1946+,RM,,4426,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,4,3,PConc,4,3,3,6,697,1,0,151,848,GasA,5,1,5,848,0,0,848,1,0,1,0,1,1,4,3,0,1,3,Attchd,2004.0,2,2,420,3,3,2,149,0,0,0,0,0,0,0,,0,May,2008,WD,Normal,141000
692,695,1-1/2 STORY FIN,RM,51.0,6120,Pave,,0,Lvl,3,Corner,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,3,0,1,0,1,0,927,927,GasA,3,1,5,1067,472,0,1539,0,0,1,1,3,1,3,5,0,0,0,Detchd,1995.0,1,2,576,3,3,2,112,0,0,0,0,0,0,3,,0,Apr,2009,WD,Normal,141500
694,697,1-STORY 1945-,RM,50.0,6000,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,WdShing,None,0.0,3,3,CBlock,3,3,0,2,616,1,0,0,616,GasA,4,1,5,616,0,0,616,0,0,1,0,2,1,3,4,0,0,0,Detchd,1921.0,1,1,205,3,3,2,0,0,129,0,0,0,0,0,,0,June,2006,WD,Normal,89000
701,704,2 FAMILY CONVERSION,RM,76.0,7630,Pave,,0,Lvl,3,Inside,0,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,0,1,0,1,0,360,360,GasA,4,1,5,1032,780,0,1812,0,0,2,0,4,2,4,8,0,1,1,Detchd,1999.0,1,2,672,3,3,0,344,0,40,0,0,0,0,3,,0,May,2010,WD,Normal,140000
703,706,2 FAMILY CONVERSION,RM,70.0,5600,Pave,,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,WdShing,None,0.0,2,2,Slab,0,0,0,0,0,0,0,0,0,GasA,2,0,5,372,720,0,1092,0,0,2,0,3,2,2,7,3,0,0,,1930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Othr,3500,July,2010,WD,Normal,55000
714,717,2-STORY 1945-,RM,60.0,10800,Pave,Grvl,0,Bnk,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,3,4,BrkTil,3,3,0,1,0,1,0,718,718,GasA,5,1,5,1576,978,0,2554,0,0,1,1,3,1,3,8,0,0,0,Detchd,1996.0,1,2,704,3,3,1,0,48,143,0,0,0,0,0,,0,July,2007,WD,Normal,159500
719,722,1-STORY PUD 1946+,RM,,4426,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,2,6,662,1,0,186,848,GasA,5,1,5,848,0,0,848,1,0,1,0,1,1,4,3,0,0,0,Attchd,2004.0,2,2,420,3,3,2,160,0,0,0,0,0,0,0,,0,May,2010,WD,Normal,143000
727,730,1-STORY 1945-,RM,52.0,6240,Pave,Grvl,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,4,152,1,0,628,780,GasA,3,1,4,848,0,360,1208,0,0,1,0,2,1,3,5,0,0,0,Detchd,1962.0,1,2,539,3,3,2,0,23,112,0,0,0,0,0,,0,Jan,2009,WD,Normal,103000
733,736,2-1/2 STORY,RM,60.0,10800,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,3,390,1,0,490,880,GasW,2,0,5,880,888,0,1768,0,0,1,1,2,1,3,6,0,2,3,Detchd,1914.0,1,2,320,3,3,0,0,341,0,0,0,0,0,0,,0,Oct,2006,WD,Normal,163000
738,741,2-STORY 1945-,RM,60.0,9600,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,WdShing,None,0.0,3,4,BrkTil,2,2,0,1,0,1,0,264,264,GasA,5,1,5,768,664,0,1432,0,0,2,0,2,1,3,7,0,0,0,Detchd,1910.0,1,2,360,3,4,2,270,0,112,0,0,0,0,4,,0,May,2007,WD,Abnorml,132000
745,748,2-STORY 1945-,RM,65.0,11700,Pave,Pave,1,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0.0,4,3,Stone,3,2,0,1,0,1,0,1240,1240,GasW,3,0,5,1320,1320,0,2640,0,0,1,1,4,1,4,8,0,1,4,Detchd,1950.0,1,4,864,3,3,0,181,0,386,0,0,0,0,0,,0,May,2009,WD,Normal,265979
748,751,1-1/2 STORY FIN,RM,55.0,8800,Pave,Grvl,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,0,1,0,1,0,576,576,GasA,4,1,5,792,348,0,1140,0,0,1,0,3,1,3,7,2,0,0,,1910.0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,,0,June,2010,WD,Normal,96500
759,762,1-STORY 1945-,RM,60.0,6911,Pave,,0,Lvl,3,FR2,0,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,2,405,1,0,740,1145,GasA,3,1,5,1301,0,0,1301,0,0,1,0,2,1,2,5,1,0,0,Detchd,1965.0,1,2,440,3,3,2,0,0,0,0,0,0,0,0,,0,Oct,2009,WD,Normal,100000
773,776,1-STORY PUD 1946+,RM,32.0,4500,Pave,,0,Lvl,3,FR2,0,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,3,3,PConc,5,3,0,6,866,1,0,338,1204,GasA,5,1,5,1204,0,0,1204,1,0,2,0,2,1,3,5,0,0,0,Attchd,1998.0,3,2,412,3,3,2,0,247,0,0,0,0,0,0,,0,June,2009,WD,Normal,162000
782,785,2-1/2 STORY,RM,35.0,6300,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,WdShing,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,742,742,GasA,5,1,5,742,742,0,1484,0,0,2,0,3,1,3,9,0,1,4,,1914.0,0,0,0,0,0,2,0,291,134,0,0,0,0,0,,0,June,2008,WD,Normal,128000
784,787,1-1/2 STORY FIN,RM,60.0,10800,Pave,,0,Lvl,3,Inside,0,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,2,3,0,2,686,1,0,0,686,GasA,3,1,5,966,686,0,1652,1,0,2,0,4,1,3,7,0,0,0,Detchd,1961.0,1,1,416,3,3,2,0,0,196,0,0,0,0,0,Shed,1200,June,2010,WD,Normal,139000
786,789,1-STORY 1946+,RM,50.0,6000,Pave,,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,901,901,GasA,5,1,5,901,0,0,901,0,0,1,0,2,1,3,4,0,0,0,Detchd,1954.0,1,1,281,2,3,2,0,0,0,0,0,0,0,0,,0,Aug,2008,WD,Normal,107900
799,802,1-STORY 1945-,RM,40.0,4800,Pave,,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,2,197,1,0,999,1196,GasA,5,1,4,1196,0,0,1196,1,0,1,0,2,1,3,5,0,0,0,Detchd,1957.0,1,2,440,3,3,2,0,0,0,0,0,0,0,0,,0,July,2007,WD,Normal,109900
807,810,2-1/2 STORY,RM,90.0,8100,Pave,,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0.0,3,3,PConc,3,3,0,1,0,1,0,849,849,GasA,3,0,4,1075,1063,0,2138,0,0,2,0,2,3,3,11,0,0,0,Detchd,1910.0,1,2,360,2,1,0,40,156,0,0,0,0,0,3,,0,Nov,2009,WD,Normal,106000
809,812,1-STORY PUD 1946+,RM,,4438,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,3,6,662,1,0,186,848,GasA,5,1,5,848,0,0,848,1,0,1,0,1,1,4,4,0,1,4,Attchd,2004.0,3,2,420,3,3,2,140,0,0,0,0,0,0,0,,0,June,2008,ConLD,Normal,144500
819,822,1-STORY 1946+,RM,60.0,6000,Pave,Pave,0,Bnk,3,Inside,1,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,2,3,0,1,0,1,0,936,936,GasA,3,0,5,936,0,0,936,0,0,1,0,2,1,3,4,2,0,0,Detchd,1974.0,1,2,576,3,3,2,0,32,112,0,0,0,0,0,,0,Feb,2009,WD,Normal,93000
824,827,1-1/2 STORY UNF,RM,50.0,6130,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,5,784,1,0,0,784,GasA,4,1,5,784,0,0,784,1,0,1,0,2,1,4,5,0,0,0,,1924.0,0,0,0,0,0,2,0,0,116,0,0,0,0,0,,0,May,2008,WD,Normal,109500
834,837,1-STORY 1945-,RM,90.0,8100,Pave,Pave,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,0,3,338,1,0,1221,1559,GasA,4,1,5,1559,0,0,1559,1,0,1,0,2,1,3,5,2,0,0,Detchd,1948.0,1,2,812,3,3,2,0,116,230,0,0,0,0,2,,0,June,2007,COD,Normal,153500
835,838,2-STORY PUD 1946+,RM,21.0,1680,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,3,3,CBlock,3,3,0,4,330,1,0,153,483,GasA,3,1,5,483,504,0,987,1,0,1,1,2,1,3,5,0,0,0,Detchd,1973.0,1,1,264,3,3,2,0,0,0,0,0,0,0,0,,0,Nov,2008,WD,Normal,100000
839,842,2-STORY 1945-,RM,60.0,10440,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,0,1,0,1,0,650,650,GasA,4,1,5,958,581,0,1539,0,0,2,0,3,1,4,8,0,1,1,Detchd,1983.0,1,2,686,4,3,1,70,78,68,0,0,0,0,0,,0,June,2008,WD,Normal,157500
842,845,1-1/2 STORY FIN,RM,100.0,12665,Pave,Grvl,1,Lvl,3,Inside,0,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,876,876,GasA,4,1,5,876,540,0,1416,0,0,1,1,4,1,3,7,0,1,4,Detchd,1949.0,1,3,720,3,3,2,418,0,194,0,0,0,0,0,,0,June,2008,WD,Normal,153900
848,851,1-STORY PUD 1946+,RM,36.0,4435,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,2,6,659,1,0,189,848,GasA,5,1,5,848,0,0,848,1,0,1,0,1,1,4,3,0,0,0,Attchd,2003.0,3,2,420,3,3,2,140,0,0,0,0,0,0,0,,0,Nov,2007,WD,Normal,131500
872,875,1-1/2 STORY FIN,RM,52.0,5720,Pave,,0,Lvl,3,Inside,0,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,676,676,GasA,5,1,5,676,455,0,1131,0,0,1,1,3,1,3,5,0,0,0,Detchd,1941.0,1,1,200,3,3,2,26,0,0,0,0,0,0,0,,0,Aug,2009,WD,Abnorml,66500
894,897,1-STORY 1945-,RM,50.0,8765,Pave,Grvl,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,5,285,1,0,666,951,GasA,5,0,5,951,0,0,951,0,0,1,0,2,1,3,6,0,0,0,Detchd,1936.0,1,1,327,3,3,2,0,28,0,0,0,0,0,0,,0,Apr,2006,WD,Abnorml,106500
910,913,1-STORY 1945-,RM,51.0,6120,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,3,489,1,0,279,768,GasA,3,0,5,1015,0,0,1015,0,0,1,0,3,1,3,6,1,0,0,Detchd,1925.0,1,1,450,3,3,2,0,0,112,0,120,0,0,3,Shed,620,July,2006,WD,Abnorml,88000
913,916,2-STORY PUD 1946+,RM,21.0,2001,Pave,,0,Lvl,3,Inside,0,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,3,3,CBlock,3,3,0,1,0,1,0,546,546,GasA,2,1,5,546,546,0,1092,0,0,1,1,3,1,3,6,0,0,0,Attchd,1970.0,1,1,286,3,3,2,0,0,0,0,0,0,0,0,,0,Jan,2007,WD,Normal,75000
943,946,1-1/2 STORY FIN,RM,98.0,8820,Pave,,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,0,2,1088,1,0,0,1088,GasA,3,1,5,1188,561,120,1869,0,0,1,0,2,1,3,7,0,0,0,Detchd,1963.0,1,2,456,3,3,2,48,0,244,0,0,0,0,1,,0,Sept,2009,WD,Normal,124900
954,957,2-STORY PUD 1946+,RM,24.0,1300,Pave,,0,Lvl,3,Inside,0,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,0,5,285,1,0,276,561,GasA,3,1,5,561,668,0,1229,0,0,1,1,2,1,3,5,0,1,3,Attchd,1980.0,3,2,462,3,3,2,150,0,0,0,0,0,0,4,,0,May,2009,WD,Normal,124000
966,969,1-1/2 STORY FIN,RM,50.0,5925,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,3,6,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,600,600,Grav,2,0,5,600,368,0,968,0,0,1,0,2,1,3,6,0,0,0,,1910.0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,0,May,2009,WD,Abnorml,37900
984,987,1-1/2 STORY FIN,RM,59.0,5310,Pave,,0,Lvl,3,Corner,0,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,2,0,1,0,1,0,485,485,GasA,4,1,5,1001,634,0,1635,0,0,1,0,2,1,4,5,0,0,0,Attchd,1950.0,1,1,255,2,3,2,394,0,0,0,0,0,0,0,,0,June,2006,WD,Normal,117000
989,992,2-STORY 1945-,RM,121.0,17671,Pave,Grvl,0,Lvl,3,Corner,0,OldTown,Artery,Norm,1Fam,2Story,8,9,1882,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,0,4,216,1,0,700,916,GasA,4,1,5,916,826,0,1742,0,0,1,1,4,1,4,8,0,1,4,Attchd,1925.0,1,2,424,3,3,1,0,169,0,0,0,0,0,0,,0,Nov,2009,WD,Normal,168000
996,999,1-STORY 1945-,RM,60.0,9786,Pave,,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1922,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,0,1,0,1,0,1007,1007,GasA,2,0,5,1077,0,0,1077,0,0,1,0,3,1,3,6,0,1,4,Detchd,1922.0,1,1,210,3,2,1,0,100,48,0,0,0,0,0,,0,May,2006,WD,Normal,91000
1005,1008,2-STORY PUD 1946+,RM,21.0,2217,Pave,,0,Lvl,3,Inside,0,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,0,4,273,3,273,0,546,GasA,3,1,5,546,546,0,1092,0,0,1,1,3,1,3,6,0,0,0,Attchd,1970.0,2,1,286,3,3,2,238,0,0,0,0,0,0,0,,0,Aug,2009,WD,Normal,88000
1011,1014,1-STORY 1945-,RM,60.0,7200,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,4,1910,2006,Hip,CompShg,MetalSd,Stucco,None,0.0,3,3,BrkTil,3,3,0,5,247,3,465,310,1022,GasW,3,0,5,1022,0,0,1022,1,0,1,0,2,1,3,4,4,0,0,Detchd,1956.0,1,1,280,3,3,2,0,30,226,0,0,0,0,0,,0,June,2009,WD,Normal,85000
1020,1023,1-1/2 STORY FIN,RM,52.0,9439,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,2,324,1,0,588,912,GasA,4,1,4,912,336,0,1248,0,0,1,0,2,1,3,6,0,0,0,Detchd,1957.0,1,1,160,2,2,2,0,0,192,0,0,0,0,0,,0,Mar,2007,WD,Normal,87000
1027,1030,2-STORY PUD 1946+,RM,21.0,1680,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,281.0,3,3,CBlock,3,3,0,4,317,1,0,355,672,GasA,4,1,5,672,546,0,1218,0,1,1,1,3,1,3,7,0,0,0,Detchd,1972.0,1,1,264,3,3,2,0,28,0,0,0,0,0,0,,0,May,2006,WD,Normal,118000
1036,1039,2-STORY PUD 1946+,RM,21.0,1533,Pave,,0,Lvl,3,Inside,0,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,546,546,GasA,3,1,5,798,546,0,1344,0,0,1,1,3,1,3,6,0,1,3,,1970.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,May,2009,WD,Normal,97000
1037,1040,MULTILEVEL PUD,RM,21.0,1477,Pave,,0,Lvl,3,Inside,0,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,2,6,509,1,0,121,630,GasA,3,1,5,630,0,0,630,1,0,1,0,1,1,3,3,0,0,0,Attchd,1970.0,1,1,286,3,3,2,0,0,0,0,0,0,0,0,,0,Apr,2009,WD,Normal,80000
1060,1063,2 FAMILY CONVERSION,RM,85.0,13600,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,662,662,GasA,3,0,5,1422,915,0,2337,0,0,2,0,5,2,3,10,2,0,0,Detchd,1945.0,1,2,560,3,3,2,0,57,0,0,0,0,0,0,,0,Sept,2007,WD,Normal,90000
1061,1064,1-STORY 1945-,RM,50.0,6000,Pave,,0,Lvl,3,Inside,0,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,3,0,4,397,1,0,706,1103,GasA,4,1,5,1103,0,0,1103,0,0,1,0,2,1,4,5,0,1,4,Detchd,1976.0,1,2,440,3,3,2,166,120,0,0,0,0,0,3,,0,July,2006,WD,Normal,110500
1066,1069,2-STORY PUD 1946+,RM,42.0,3964,Pave,,0,Lvl,3,Inside,0,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,0,5,837,1,0,105,942,GasA,4,1,5,1291,1230,0,2521,1,0,2,1,5,1,3,10,5,1,4,Attchd,1973.0,3,2,576,3,3,2,728,20,0,0,0,0,0,4,,0,June,2006,WD,Normal,151400
1076,1079,1-STORY PUD 1946+,RM,37.0,4435,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,1,6,662,1,0,186,848,GasA,5,1,5,848,0,0,848,1,0,1,0,1,1,4,3,0,1,4,Attchd,2004.0,2,2,420,3,3,2,140,0,0,0,0,0,0,0,,0,May,2006,WD,Normal,155900
1084,1087,2-STORY PUD 1946+,RM,,1974,Pave,,0,Lvl,3,Inside,0,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,0,4,334,1,0,212,546,GasA,3,1,5,546,546,0,1092,0,0,1,1,3,1,3,6,0,0,0,Attchd,1973.0,2,1,286,3,3,2,120,96,0,0,0,0,0,0,,0,May,2010,WD,Normal,83500
1086,1089,2-STORY PUD 1946+,RM,24.0,2522,Pave,,0,Lvl,3,Inside,0,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4,3,0,1,0,1,0,970,970,GasA,5,1,5,970,739,0,1709,0,0,2,0,3,1,4,7,5,0,0,Detchd,2004.0,1,2,380,3,3,2,0,40,0,0,0,0,0,0,,0,Apr,2006,WD,Normal,137500
